row_id,material_name,category,subcategory,building_phase,climate_zone,sector,actual_floor_count,building_area_m2,budget_tier,maintenance_preference,sustainability_priority,user_priority,climate_exposure_level,coastal_exposure,humidity_exposure,max_recommended_floors,compressive_strength_mpa,thermal_performance_score,moisture_resistance_score,corrosion_resistance_score,fire_resistance_score,durability_score,maintenance_score,sustainability_score,carbon_footprint_kgco2e,service_life_years,suitable_for_coastal,suitable_for_wet_zone,suitable_for_dry_zone,suitable_for_highland,recommended_for_residential,recommended_for_commercial,recommended_for_industrial,recommended,recommendation_score,decision_reasons
GCA010224,Terrazzo,Finishing,Floor Finish,Finishing,Coastal,Residential,42,200,Medium,Balanced,Low,Durability,High,1,1,40,35,42,85,70,90,87,75,60,100,50,1,1,1,1,1,1,1,1,95,PASS:coastal_rated_material; PASS:sector_compatible_residential; FAIL:floors_42_exceeds_material_limit_40; PASS:carbon_cost_matches_budget_tier
GCA010225,Color-Coated Steel Roofing,Roofing,Metal Sheet,Roof,Intermediate,Commercial,2,1500,Premium,Low Maintenance,High,Performance,Medium,0,1,15,0,35,70,58,63,68,72,56,1100,28,0,1,1,1,1,1,1,1,93,PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity
GCA010226,Color-Coated Steel Roofing,Roofing,Metal Sheet,Roof,Intermediate,Commercial,25,120,Premium,Low Maintenance,High,Performance,Medium,0,1,15,0,35,70,58,63,68,72,56,1100,28,0,1,1,1,1,1,1,0,43,PASS:sector_compatible_commercial; FAIL:floors_25_exceeds_material_limit_15
GCA010227,Terrazzo,Finishing,Floor Finish,Finishing,Wet Zone,Industrial,4,800,Medium,Premium Finish,Medium,Sustainability,Medium,0,1,40,35,42,84,82,90,86,75,60,100,50,1,1,1,1,1,1,1,1,100,PASS:sector_compatible_industrial; PASS:floors_well_within_material_capacity; PASS:carbon_cost_matches_budget_tier
GCA010228,Terrazzo,Finishing,Floor Finish,Finishing,Wet Zone,Industrial,42,500,Medium,Premium Finish,Medium,Sustainability,Medium,0,1,40,35,42,84,82,90,86,75,60,100,50,1,1,1,1,1,1,1,1,88,PASS:sector_compatible_industrial; FAIL:floors_42_exceeds_material_limit_40; PASS:carbon_cost_matches_budget_tier
GCA010229,Burnt Clay Brick,Wall Systems,Masonry Unit,Superstructure,Intermediate,Industrial,4,350,Medium,Low Maintenance,Low,Performance,Medium,0,1,4,7,55,60,75,88,78,76,50,180,50,1,1,1,1,1,1,0,1,66,FAIL:not_recommended_for_industrial_sector; PASS:floors_within_material_capacity; PASS:carbon_cost_matches_budget_tier
GCA010230,Burnt Clay Brick,Wall Systems,Masonry Unit,Superstructure,Intermediate,Industrial,8,3000,Medium,Low Maintenance,Low,Performance,Medium,0,1,4,7,55,60,75,88,78,76,50,180,50,1,1,1,1,1,1,0,0,26,FAIL:not_recommended_for_industrial_sector; FAIL:floors_8_exceeds_material_limit_4; PASS:carbon_cost_matches_budget_tier; WARN:masonry_wall_approaching_floor_count_limit
GCA010231,AAC Block,Wall Systems,Lightweight Block,Superstructure,Wet Zone,Residential,1,800,Premium,Low Maintenance,Medium,Performance,Medium,0,1,5,4,82,49,70,91,60,82,68,110,40,0,0,1,1,1,1,0,0,32,FAIL:material_not_suitable_wet_zone; PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity; FAIL:AAC_block_moisture_absorption_in_humid_conditions
GCA010232,AAC Block,Wall Systems,Lightweight Block,Superstructure,Wet Zone,Residential,8,800,Premium,Low Maintenance,Medium,Performance,Medium,0,1,5,4,82,49,70,91,60,82,68,110,40,0,0,1,1,1,1,0,0,7,FAIL:material_not_suitable_wet_zone; PASS:sector_compatible_residential; FAIL:floors_8_exceeds_material_limit_5; FAIL:AAC_block_moisture_absorption_in_humid_conditions
GCA010233,Paint Systems,Finishing,Surface Coating,Finishing,Dry Zone,Industrial,6,350,Low,Premium Finish,Medium,Durability,Medium,0,0,40,0,30,62,60,40,53,55,45,20,7,1,1,1,1,1,1,1,1,62,PASS:sector_compatible_industrial; PASS:floors_well_within_material_capacity; FAIL:durability_priority_but_low_durability_material
GCA010234,Paint Systems,Finishing,Surface Coating,Finishing,Dry Zone,Industrial,42,500,Low,Premium Finish,Medium,Durability,Medium,0,0,40,0,30,62,60,40,53,55,45,20,7,1,1,1,1,1,1,1,0,42,PASS:sector_compatible_industrial; FAIL:floors_42_exceeds_material_limit_40; FAIL:durability_priority_but_low_durability_material
GCA010235,ACP Panels,Envelope Systems,Cladding,Facade,Coastal,Industrial,15,500,Medium,Premium Finish,Medium,Durability,High,1,1,40,0,55,87,68,38,71,78,45,850,25,1,1,1,1,0,1,1,1,98,PASS:coastal_rated_material; PASS:sector_compatible_industrial; PASS:floors_well_within_material_capacity; PASS:carbon_cost_matches_budget_tier
GCA010236,ACP Panels,Envelope Systems,Cladding,Facade,Coastal,Industrial,42,120,Medium,Premium Finish,Medium,Durability,High,1,1,40,0,55,87,68,38,71,78,45,850,25,1,1,1,1,0,1,1,1,78,PASS:coastal_rated_material; PASS:sector_compatible_industrial; FAIL:floors_42_exceeds_material_limit_40; PASS:carbon_cost_matches_budget_tier
GCA010237,Porcelain Tile,Finishing,Ceramic Floor/Wall,Finishing,Highland,Residential,25,3000,Low,Low Maintenance,Medium,Cost,Medium,0,0,40,30,46,88,88,90,88,86,48,90,40,1,1,1,1,1,1,0,1,100,PASS:sector_compatible_residential; PASS:floors_within_material_capacity; PASS:low_maintenance_material_matches_preference
GCA010238,Porcelain Tile,Finishing,Ceramic Floor/Wall,Finishing,Highland,Residential,42,3000,Low,Low Maintenance,Medium,Cost,Medium,0,0,40,30,46,88,88,90,88,86,48,90,40,1,1,1,1,1,1,0,1,90,PASS:sector_compatible_residential; FAIL:floors_42_exceeds_material_limit_40; PASS:low_maintenance_material_matches_preference
GCA010239,Stabilized Earth Block,Wall Systems,Earth Block,Superstructure,Coastal,Residential,1,80,Premium,Premium Finish,High,Cost,High,1,1,2,3,70,40,48,78,45,52,92,28,25,0,0,1,0,1,0,0,0,0,FAIL:material_not_rated_for_coastal_exposure; FAIL:material_not_suitable_wet_zone; PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity; INFO:low-cost_material_possibly_underspec_for_premium; PASS:material_meets_high_sustainability_priority; FAIL:high_exposure_zone_moisture_resistance_inadequate; WARN:high_exposure_zone_durability_marginal; FAIL:earth_block_incompatible_with_high_moisture_zone
GCA010240,Stabilized Earth Block,Wall Systems,Earth Block,Superstructure,Coastal,Residential,15,3000,Premium,Premium Finish,High,Cost,High,1,1,2,3,70,40,48,78,45,52,92,28,25,0,0,1,0,1,0,0,0,0,FAIL:material_not_rated_for_coastal_exposure; FAIL:material_not_suitable_wet_zone; PASS:sector_compatible_residential; FAIL:floors_15_exceeds_material_limit_2; INFO:low-cost_material_possibly_underspec_for_premium; PASS:material_meets_high_sustainability_priority; FAIL:high_exposure_zone_moisture_resistance_inadequate; WARN:high_exposure_zone_durability_marginal; FAIL:earth_block_incompatible_with_high_moisture_zone
GCA010241,Lime Cement Render,Finishing,Render,Finishing,Intermediate,Commercial,30,10000,Premium,Low Maintenance,Low,Performance,Medium,0,1,40,3,52,60,62,81,62,72,65,55,25,0,1,1,1,1,0,0,0,43,FAIL:not_recommended_for_commercial_sector; PASS:floors_within_material_capacity; INFO:low-cost_material_possibly_underspec_for_premium
GCA010242,Lime Cement Render,Finishing,Render,Finishing,Intermediate,Commercial,42,200,Premium,Low Maintenance,Low,Performance,Medium,0,1,40,3,52,60,62,81,62,72,65,55,25,0,1,1,1,1,0,0,0,28,FAIL:not_recommended_for_commercial_sector; FAIL:floors_42_exceeds_material_limit_40; INFO:low-cost_material_possibly_underspec_for_premium
GCA010243,Fire Rated Door,Openings,Door,Superstructure,Wet Zone,Residential,3,10000,Premium,Low Maintenance,Low,Cost,Medium,0,1,40,0,50,74,68,95,78,76,48,300,30,1,1,1,1,0,1,1,1,56,FAIL:not_recommended_for_residential_sector; PASS:floors_well_within_material_capacity
GCA010244,Fire Rated Door,Openings,Door,Superstructure,Wet Zone,Residential,42,1500,Premium,Low Maintenance,Low,Cost,Medium,0,1,40,0,50,74,68,95,78,76,48,300,30,1,1,1,1,0,1,1,0,36,FAIL:not_recommended_for_residential_sector; FAIL:floors_42_exceeds_material_limit_40
GCA010245,Steel Rebar,Structural,Reinforcement,Structure,Dry Zone,Industrial,7,200,Premium,Balanced,Low,Durability,Medium,0,0,40,500,15,32,30,40,80,50,50,1600,50,1,1,1,1,1,1,1,1,82,PASS:sector_compatible_industrial; PASS:floors_well_within_material_capacity
GCA010246,Steel Rebar,Structural,Reinforcement,Structure,Dry Zone,Industrial,42,5000,Premium,Balanced,Low,Durability,Medium,0,0,40,500,15,32,30,40,80,50,50,1600,50,1,1,1,1,1,1,1,1,62,PASS:sector_compatible_industrial; FAIL:floors_42_exceeds_material_limit_40
GCA010247,Paint Systems,Finishing,Surface Coating,Finishing,Coastal,Industrial,15,120,Premium,Premium Finish,Low,Sustainability,High,1,1,40,0,30,70,48,40,40,55,45,20,7,1,1,1,1,1,1,1,1,75,PASS:coastal_rated_material; PASS:sector_compatible_industrial; PASS:floors_well_within_material_capacity; INFO:low-cost_material_possibly_underspec_for_premium; WARN:high_exposure_zone_durability_marginal
GCA010248,Paint Systems,Finishing,Surface Coating,Finishing,Coastal,Industrial,42,500,Premium,Premium Finish,Low,Sustainability,High,1,1,40,0,30,70,48,40,40,55,45,20,7,1,1,1,1,1,1,1,1,55,PASS:coastal_rated_material; PASS:sector_compatible_industrial; FAIL:floors_42_exceeds_material_limit_40; INFO:low-cost_material_possibly_underspec_for_premium; WARN:high_exposure_zone_durability_marginal
GCA010249,Ceramic Tile,Finishing,Ceramic Floor/Wall,Finishing,Coastal,Commercial,2,5000,Medium,Low Maintenance,High,Durability,High,1,1,40,15,38,83,66,88,71,84,54,80,30,1,1,1,1,1,1,0,1,100,PASS:coastal_rated_material; PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity; PASS:low_maintenance_material_matches_preference
GCA010250,Ceramic Tile,Finishing,Ceramic Floor/Wall,Finishing,Coastal,Commercial,42,200,Medium,Low Maintenance,High,Durability,High,1,1,40,15,38,83,66,88,71,84,54,80,30,1,1,1,1,1,1,0,1,82,PASS:coastal_rated_material; PASS:sector_compatible_commercial; FAIL:floors_42_exceeds_material_limit_40; PASS:low_maintenance_material_matches_preference
GCA010251,Interlocking Block,Wall Systems,Concrete Block,Superstructure,Wet Zone,Residential,2,800,Low,Balanced,Low,Durability,Medium,0,1,3,6,52,66,70,85,74,78,60,140,40,0,1,1,1,1,0,0,1,80,PASS:sector_compatible_residential; PASS:floors_within_material_capacity
GCA010252,Interlocking Block,Wall Systems,Concrete Block,Superstructure,Wet Zone,Residential,8,3000,Low,Balanced,Low,Durability,Medium,0,1,3,6,52,66,70,85,74,78,60,140,40,0,1,1,1,1,0,0,1,50,PASS:sector_compatible_residential; FAIL:floors_8_exceeds_material_limit_3
GCA010253,Clay Roof Tile,Roofing,Ceramic Tile,Roof,Highland,Commercial,2,1500,Low,Low Maintenance,Low,Cost,Medium,0,0,3,20,78,72,85,90,88,74,70,120,60,1,1,1,1,1,0,0,1,61,FAIL:not_recommended_for_commercial_sector; PASS:floors_within_material_capacity
GCA010254,Clay Roof Tile,Roofing,Ceramic Tile,Roof,Highland,Commercial,10,800,Low,Low Maintenance,Low,Cost,Medium,0,0,3,20,78,72,85,90,88,74,70,120,60,1,1,1,1,1,0,0,0,21,FAIL:not_recommended_for_commercial_sector; FAIL:floors_10_exceeds_material_limit_3
GCA010255,Interlocking Block,Wall Systems,Concrete Block,Superstructure,Highland,Industrial,3,10000,Premium,Low Maintenance,High,Cost,Medium,0,0,3,6,58,62,70,85,75,82,64,140,40,0,1,1,1,1,0,0,0,48,FAIL:not_recommended_for_industrial_sector; PASS:floors_within_material_capacity
GCA010256,Interlocking Block,Wall Systems,Concrete Block,Superstructure,Highland,Industrial,25,200,Premium,Low Maintenance,High,Cost,Medium,0,0,3,6,58,62,70,85,75,82,64,140,40,0,1,1,1,1,0,0,0,3,FAIL:not_recommended_for_industrial_sector; FAIL:floors_25_exceeds_material_limit_3
GCA010257,Aluminium Window,Openings,Window Frame,Superstructure,Intermediate,Residential,6,3000,Medium,Low Maintenance,Medium,Durability,Medium,0,1,40,0,30,90,90,50,89,92,60,950,35,1,1,1,1,1,1,1,1,100,PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity; PASS:low_maintenance_material_matches_preference
GCA010258,Aluminium Window,Openings,Window Frame,Superstructure,Intermediate,Residential,42,1500,Medium,Low Maintenance,Medium,Durability,Medium,0,1,40,0,30,90,90,50,89,92,60,950,35,1,1,1,1,1,1,1,1,97,PASS:sector_compatible_residential; FAIL:floors_42_exceeds_material_limit_40; PASS:low_maintenance_material_matches_preference
GCA010259,Paint Systems,Finishing,Surface Coating,Finishing,Wet Zone,Commercial,25,350,Low,Low Maintenance,Low,Durability,Medium,0,1,40,0,30,69,60,40,47,59,45,20,7,1,1,1,1,1,1,1,0,40,PASS:sector_compatible_commercial; PASS:floors_within_material_capacity; FAIL:low_maintenance_pref_but_high_maintenance_material; FAIL:durability_priority_but_low_durability_material; WARN:short_service_life_incompatible_with_low_maintenance_pref
GCA010260,Paint Systems,Finishing,Surface Coating,Finishing,Wet Zone,Commercial,42,3000,Low,Low Maintenance,Low,Durability,Medium,0,1,40,0,30,69,60,40,47,59,45,20,7,1,1,1,1,1,1,1,0,25,PASS:sector_compatible_commercial; FAIL:floors_42_exceeds_material_limit_40; FAIL:low_maintenance_pref_but_high_maintenance_material; FAIL:durability_priority_but_low_durability_material; WARN:short_service_life_incompatible_with_low_maintenance_pref
GCA010261,Corrugated Aluminium Sheet,Roofing,Metal Sheet,Roof,Intermediate,Commercial,4,500,Low,Premium Finish,High,Sustainability,Medium,0,1,10,0,30,85,88,60,80,85,69,900,40,1,1,1,1,0,1,1,1,100,PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity; WARN:high_carbon_material_vs_low_budget; PASS:material_meets_high_sustainability_priority
GCA010262,Corrugated Aluminium Sheet,Roofing,Metal Sheet,Roof,Intermediate,Commercial,20,350,Low,Premium Finish,High,Sustainability,Medium,0,1,10,0,30,85,88,60,80,85,69,900,40,1,1,1,1,0,1,1,0,55,PASS:sector_compatible_commercial; FAIL:floors_20_exceeds_material_limit_10; WARN:high_carbon_material_vs_low_budget; PASS:material_meets_high_sustainability_priority
GCA010263,Fire Rated Door,Openings,Door,Superstructure,Highland,Commercial,6,3000,Low,Premium Finish,Low,Durability,Medium,0,0,40,0,56,70,68,95,87,72,48,300,30,1,1,1,1,0,1,1,1,100,PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity
GCA010264,Fire Rated Door,Openings,Door,Superstructure,Highland,Commercial,42,120,Low,Premium Finish,Low,Durability,Medium,0,0,40,0,56,70,68,95,87,72,48,300,30,1,1,1,1,0,1,1,1,85,PASS:sector_compatible_commercial; FAIL:floors_42_exceeds_material_limit_40
GCA010265,Corrugated Aluminium Sheet,Roofing,Metal Sheet,Roof,Wet Zone,Residential,3,500,Medium,Low Maintenance,Medium,Durability,Medium,0,1,10,0,30,89,88,60,82,89,65,900,40,1,1,1,1,0,1,1,1,83,FAIL:not_recommended_for_residential_sector; PASS:floors_well_within_material_capacity; PASS:carbon_cost_matches_budget_tier; PASS:low_maintenance_material_matches_preference
GCA010266,Corrugated Aluminium Sheet,Roofing,Metal Sheet,Roof,Wet Zone,Residential,12,1500,Medium,Low Maintenance,Medium,Durability,Medium,0,1,10,0,30,89,88,60,82,89,65,900,40,1,1,1,1,0,1,1,0,63,FAIL:not_recommended_for_residential_sector; FAIL:floors_12_exceeds_material_limit_10; PASS:carbon_cost_matches_budget_tier; PASS:low_maintenance_material_matches_preference
GCA010267,Structural Steel,Structural,Ferrous Metal,Structure,Wet Zone,Residential,4,3000,Low,Balanced,High,Performance,Medium,0,1,40,250,20,44,30,38,68,45,59,1800,50,0,0,1,1,0,1,1,0,0,FAIL:material_not_suitable_wet_zone; FAIL:not_recommended_for_residential_sector; PASS:floors_well_within_material_capacity; WARN:high_carbon_material_vs_low_budget
GCA010268,Structural Steel,Structural,Ferrous Metal,Structure,Wet Zone,Residential,42,80,Low,Balanced,High,Performance,Medium,0,1,40,250,20,44,30,38,68,45,59,1800,50,0,0,1,1,0,1,1,0,0,FAIL:material_not_suitable_wet_zone; FAIL:not_recommended_for_residential_sector; FAIL:floors_42_exceeds_material_limit_40; WARN:high_carbon_material_vs_low_budget
GCA010269,Cement Block,Wall Systems,Concrete Block,Superstructure,Dry Zone,Industrial,6,10000,Premium,Premium Finish,Low,Durability,Medium,0,0,6,7,50,62,72,87,86,75,48,160,50,1,1,1,1,1,1,1,1,74,PASS:sector_compatible_industrial; PASS:floors_within_material_capacity; WARN:masonry_wall_approaching_floor_count_limit
GCA010270,Cement Block,Wall Systems,Concrete Block,Superstructure,Dry Zone,Industrial,7,800,Premium,Premium Finish,Low,Durability,Medium,0,0,6,7,50,62,72,87,86,75,48,160,50,1,1,1,1,1,1,1,1,64,PASS:sector_compatible_industrial; FAIL:floors_7_exceeds_material_limit_6; WARN:masonry_wall_approaching_floor_count_limit
GCA010271,Insulated Sandwich Panels,Envelope Systems,Wall Panel,Facade,Dry Zone,Commercial,10,80,Premium,Premium Finish,Low,Durability,Low,0,0,15,0,85,75,65,62,78,75,58,700,30,0,1,1,1,0,1,1,1,82,PASS:sector_compatible_commercial; PASS:floors_within_material_capacity
GCA010272,Insulated Sandwich Panels,Envelope Systems,Wall Panel,Facade,Dry Zone,Commercial,20,500,Premium,Premium Finish,Low,Durability,Low,0,0,15,0,85,75,65,62,78,75,58,700,30,0,1,1,1,0,1,1,1,52,PASS:sector_compatible_commercial; FAIL:floors_20_exceeds_material_limit_15
GCA010273,Cement Block,Wall Systems,Concrete Block,Superstructure,Highland,Commercial,2,1500,Medium,Low Maintenance,Medium,Performance,Medium,0,0,6,7,56,65,72,90,81,79,48,160,50,1,1,1,1,1,1,1,1,98,PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity; PASS:carbon_cost_matches_budget_tier
GCA010274,Cement Block,Wall Systems,Concrete Block,Superstructure,Highland,Commercial,30,350,Medium,Low Maintenance,Medium,Performance,Medium,0,0,6,7,56,65,72,90,81,79,48,160,50,1,1,1,1,1,1,1,0,33,PASS:sector_compatible_commercial; FAIL:floors_30_exceeds_material_limit_6; PASS:carbon_cost_matches_budget_tier; WARN:masonry_wall_approaching_floor_count_limit
GCA010275,Asphalt Shingles,Roofing,Bituminous,Roof,Highland,Residential,2,120,Low,Low Maintenance,High,Durability,Medium,0,0,4,0,51,62,68,52,62,66,32,200,18,0,0,1,1,1,0,0,0,35,PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity; FAIL:low_maintenance_pref_but_high_maintenance_material; FAIL:high_sustainability_priority_but_low_score_material; WARN:short_service_life_incompatible_with_low_maintenance_pref
GCA010276,Asphalt Shingles,Roofing,Bituminous,Roof,Highland,Residential,8,80,Low,Low Maintenance,High,Durability,Medium,0,0,4,0,51,62,68,52,62,66,32,200,18,0,0,1,1,1,0,0,0,5,PASS:sector_compatible_residential; FAIL:floors_8_exceeds_material_limit_4; FAIL:low_maintenance_pref_but_high_maintenance_material; FAIL:high_sustainability_priority_but_low_score_material; WARN:short_service_life_incompatible_with_low_maintenance_pref
GCA010277,Cement Plaster,Finishing,Render,Finishing,Coastal,Industrial,3,800,Medium,Low Maintenance,High,Cost,High,1,1,40,5,48,67,53,80,60,69,56,70,20,1,1,1,1,1,1,1,1,100,PASS:coastal_rated_material; PASS:sector_compatible_industrial; PASS:floors_well_within_material_capacity
GCA010278,Cement Plaster,Finishing,Render,Finishing,Coastal,Industrial,42,800,Medium,Low Maintenance,High,Cost,High,1,1,40,5,48,67,53,80,60,69,56,70,20,1,1,1,1,1,1,1,1,80,PASS:coastal_rated_material; PASS:sector_compatible_industrial; FAIL:floors_42_exceeds_material_limit_40
GCA010279,Gypsum Board,Finishing,Dry Lining,Finishing,Coastal,Commercial,8,3000,Low,Premium Finish,High,Sustainability,High,1,1,40,1,60,33,40,72,43,60,62,85,20,0,0,1,1,1,1,0,0,0,FAIL:material_not_rated_for_coastal_exposure; FAIL:material_not_suitable_wet_zone; PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity; FAIL:high_exposure_zone_moisture_resistance_inadequate; FAIL:high_exposure_zone_corrosion_resistance_inadequate; WARN:high_exposure_zone_durability_marginal; FAIL:gypsum_board_moisture_damage_in_humid_climate
GCA010280,Gypsum Board,Finishing,Dry Lining,Finishing,Coastal,Commercial,42,500,Low,Premium Finish,High,Sustainability,High,1,1,40,1,60,33,40,72,43,60,62,85,20,0,0,1,1,1,1,0,0,0,FAIL:material_not_rated_for_coastal_exposure; FAIL:material_not_suitable_wet_zone; PASS:sector_compatible_commercial; FAIL:floors_42_exceeds_material_limit_40; FAIL:high_exposure_zone_moisture_resistance_inadequate; FAIL:high_exposure_zone_corrosion_resistance_inadequate; WARN:high_exposure_zone_durability_marginal; FAIL:gypsum_board_moisture_damage_in_humid_climate
GCA010281,Paint Systems,Finishing,Surface Coating,Finishing,Highland,Residential,15,10000,Medium,Premium Finish,Low,Performance,Medium,0,0,40,0,36,65,60,43,48,55,45,20,7,1,1,1,1,1,1,1,1,85,PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity
GCA010282,Paint Systems,Finishing,Surface Coating,Finishing,Highland,Residential,42,350,Medium,Premium Finish,Low,Performance,Medium,0,0,40,0,36,65,60,43,48,55,45,20,7,1,1,1,1,1,1,1,1,65,PASS:sector_compatible_residential; FAIL:floors_42_exceeds_material_limit_40
GCA010283,Asphalt Shingles,Roofing,Bituminous,Roof,Intermediate,Industrial,4,3000,Premium,Low Maintenance,High,Performance,Medium,0,1,4,0,45,62,68,55,55,66,32,200,18,0,0,1,1,1,0,0,0,0,FAIL:material_not_suitable_wet_zone; FAIL:not_recommended_for_industrial_sector; PASS:floors_within_material_capacity; FAIL:low_maintenance_pref_but_high_maintenance_material; FAIL:high_sustainability_priority_but_low_score_material; FAIL:asphalt_shingles_degrade_in_tropical_humid_climate; WARN:short_service_life_incompatible_with_low_maintenance_pref
GCA010284,Asphalt Shingles,Roofing,Bituminous,Roof,Intermediate,Industrial,15,350,Premium,Low Maintenance,High,Performance,Medium,0,1,4,0,45,62,68,55,55,66,32,200,18,0,0,1,1,1,0,0,0,0,FAIL:material_not_suitable_wet_zone; FAIL:not_recommended_for_industrial_sector; FAIL:floors_15_exceeds_material_limit_4; FAIL:low_maintenance_pref_but_high_maintenance_material; FAIL:high_sustainability_priority_but_low_score_material; FAIL:asphalt_shingles_degrade_in_tropical_humid_climate; WARN:short_service_life_incompatible_with_low_maintenance_pref
GCA010285,Porcelain Tile,Finishing,Ceramic Floor/Wall,Finishing,Coastal,Commercial,6,120,Medium,Premium Finish,Medium,Sustainability,High,1,1,40,30,40,93,76,90,80,82,48,90,40,1,1,1,1,1,1,0,1,90,PASS:coastal_rated_material; PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity
GCA010286,Porcelain Tile,Finishing,Ceramic Floor/Wall,Finishing,Coastal,Commercial,42,1500,Medium,Premium Finish,Medium,Sustainability,High,1,1,40,30,40,93,76,90,80,82,48,90,40,1,1,1,1,1,1,0,1,70,PASS:coastal_rated_material; PASS:sector_compatible_commercial; FAIL:floors_42_exceeds_material_limit_40
GCA010287,Reinforced Concrete Grade 25,Structural,Cast-in-situ Concrete,Structure,Dry Zone,Industrial,1,350,Low,Balanced,High,Sustainability,Medium,0,0,10,25,35,69,68,90,84,82,47,280,50,1,1,1,1,1,1,1,1,65,PASS:sector_compatible_industrial; PASS:floors_well_within_material_capacity; FAIL:high_sustainability_priority_but_low_score_material
GCA010288,Reinforced Concrete Grade 25,Structural,Cast-in-situ Concrete,Structure,Dry Zone,Industrial,25,500,Low,Balanced,High,Sustainability,Medium,0,0,10,25,35,69,68,90,84,82,47,280,50,1,1,1,1,1,1,1,0,0,PASS:sector_compatible_industrial; FAIL:floors_25_exceeds_material_limit_10; FAIL:high_sustainability_priority_but_low_score_material; FAIL:high_rise_requires_min_grade_30_concrete
GCA010289,Reinforced Concrete Grade 20,Structural,Cast-in-situ Concrete,Structure,Wet Zone,Residential,1,5000,Premium,Premium Finish,Low,Performance,Medium,0,1,5,20,35,74,65,93,73,80,45,250,40,1,1,1,1,1,1,1,1,100,PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity
GCA010290,Reinforced Concrete Grade 20,Structural,Cast-in-situ Concrete,Structure,Wet Zone,Residential,8,10000,Premium,Premium Finish,Low,Performance,Medium,0,1,5,20,35,74,65,93,73,80,45,250,40,1,1,1,1,1,1,1,1,78,PASS:sector_compatible_residential; FAIL:floors_8_exceeds_material_limit_5
GCA010291,Asphalt Shingles,Roofing,Bituminous,Roof,Wet Zone,Commercial,4,80,Low,Low Maintenance,Medium,Cost,Medium,0,1,4,0,45,66,68,52,53,66,28,200,18,0,0,1,1,1,0,0,0,0,FAIL:material_not_suitable_wet_zone; FAIL:not_recommended_for_commercial_sector; PASS:floors_within_material_capacity; FAIL:low_maintenance_pref_but_high_maintenance_material; FAIL:asphalt_shingles_degrade_in_tropical_humid_climate; WARN:short_service_life_incompatible_with_low_maintenance_pref
GCA010292,Asphalt Shingles,Roofing,Bituminous,Roof,Wet Zone,Commercial,10,10000,Low,Low Maintenance,Medium,Cost,Medium,0,1,4,0,45,66,68,52,53,66,28,200,18,0,0,1,1,1,0,0,0,0,FAIL:material_not_suitable_wet_zone; FAIL:not_recommended_for_commercial_sector; FAIL:floors_10_exceeds_material_limit_4; FAIL:low_maintenance_pref_but_high_maintenance_material; FAIL:asphalt_shingles_degrade_in_tropical_humid_climate; WARN:short_service_life_incompatible_with_low_maintenance_pref
GCA010293,Clay Roof Tile,Roofing,Ceramic Tile,Roof,Wet Zone,Industrial,1,10000,Low,Balanced,High,Sustainability,Medium,0,1,3,20,72,76,85,90,83,70,74,120,60,1,1,1,1,1,0,0,1,58,FAIL:not_recommended_for_industrial_sector; PASS:floors_well_within_material_capacity; PASS:material_meets_high_sustainability_priority; WARN:clay_tile_not_typical_for_industrial_roofing
GCA010294,Clay Roof Tile,Roofing,Ceramic Tile,Roof,Wet Zone,Industrial,25,350,Low,Balanced,High,Sustainability,Medium,0,1,3,20,72,76,85,90,83,70,74,120,60,1,1,1,1,1,0,0,0,8,FAIL:not_recommended_for_industrial_sector; FAIL:floors_25_exceeds_material_limit_3; PASS:material_meets_high_sustainability_priority; WARN:clay_tile_not_typical_for_industrial_roofing
GCA010295,Mass Concrete,Structural,Plain Concrete,Foundation,Wet Zone,Commercial,2,1500,Low,Balanced,Low,Durability,Medium,0,1,3,15,30,69,60,88,72,85,42,210,35,1,1,1,1,1,1,1,1,80,PASS:sector_compatible_commercial; PASS:floors_within_material_capacity
GCA010296,Mass Concrete,Structural,Plain Concrete,Foundation,Wet Zone,Commercial,20,500,Low,Balanced,Low,Durability,Medium,0,1,3,15,30,69,60,88,72,85,42,210,35,1,1,1,1,1,1,1,0,0,PASS:sector_compatible_commercial; FAIL:floors_20_exceeds_material_limit_3; FAIL:structural_grade_insufficient_for_floor_count; FAIL:high_rise_requires_min_grade_30_concrete
GCA010297,Reinforced Concrete Grade 20,Structural,Cast-in-situ Concrete,Structure,Coastal,Industrial,4,350,Medium,Balanced,Low,Performance,High,1,1,5,20,35,75,53,93,70,80,45,250,40,1,1,1,1,1,1,1,1,100,PASS:coastal_rated_material; PASS:sector_compatible_industrial; PASS:floors_within_material_capacity; PASS:carbon_cost_matches_budget_tier
